"","date","state","beds_icu","beds_icu_rep","beds_icu_total","beds_icu_covid","vent","icu_covid","icu_pui","icu_noncovid","vent_covid","vent_noncovid","vent_used"
"1223","2020-06-13","Perlis",13,0,13,4,17,0,0,9,0,0,16
"1228","2020-06-13","Terengganu",23,0,23,12,38,0,0,16,0,0,17
"1230","2020-06-13","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"1235","2020-06-14","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,29
"1238","2020-06-14","Perlis",13,0,13,4,17,0,0,9,0,0,15
"1243","2020-06-14","Terengganu",23,0,23,12,38,0,0,18,0,0,21
"1245","2020-06-14","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1250","2020-06-15","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,26
"1253","2020-06-15","Perlis",13,0,13,4,17,0,0,10,0,0,14
"1258","2020-06-15","Terengganu",23,0,23,12,38,0,0,15,0,0,17
"1260","2020-06-15","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1265","2020-06-16","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,22
"1268","2020-06-16","Perlis",13,0,13,4,17,0,0,8,0,0,12
"1273","2020-06-16","Terengganu",23,0,23,12,38,0,0,15,0,0,19
"1275","2020-06-16","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1280","2020-06-17","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,21
"1283","2020-06-17","Perlis",13,0,13,4,17,0,0,9,0,0,12
"1288","2020-06-17","Terengganu",23,0,23,12,38,0,0,14,0,0,18
"1290","2020-06-17","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"1295","2020-06-18","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,17
"1298","2020-06-18","Perlis",13,0,13,4,17,0,0,10,0,0,13
"1303","2020-06-18","Terengganu",23,0,23,12,38,0,0,11,0,0,14
"1305","2020-06-18","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,2
"1310","2020-06-19","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,20
"1313","2020-06-19","Perlis",13,0,13,4,17,0,0,10,0,0,16
"1318","2020-06-19","Terengganu",23,0,23,12,38,0,0,14,0,0,15
"1320","2020-06-19","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1325","2020-06-20","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,25
"1328","2020-06-20","Perlis",13,0,13,4,17,0,0,10,0,0,16
"1333","2020-06-20","Terengganu",23,0,23,12,38,0,0,16,0,0,21
"1335","2020-06-20","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,2
"1340","2020-06-21","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,21
"1343","2020-06-21","Perlis",13,0,13,4,17,0,0,10,0,0,14
"1348","2020-06-21","Terengganu",23,0,23,12,38,0,0,18,0,0,23
"1350","2020-06-21","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,1
"1355","2020-06-22","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,22
"1358","2020-06-22","Perlis",13,0,13,4,17,0,0,10,0,0,14
"1363","2020-06-22","Terengganu",23,0,23,12,38,0,0,16,0,0,21
"1365","2020-06-22","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,2
"1370","2020-06-23","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,28
"1373","2020-06-23","Perlis",13,0,13,4,17,0,0,9,0,0,12
"1378","2020-06-23","Terengganu",23,0,23,12,38,0,0,17,0,0,23
"1380","2020-06-23","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,1
"1385","2020-06-24","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,33
"1388","2020-06-24","Perlis",13,0,13,4,17,0,0,8,0,0,12
"1395","2020-06-24","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,1
"1400","2020-06-25","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,24
"1403","2020-06-25","Perlis",13,0,13,4,17,0,0,7,0,0,11
"1408","2020-06-25","Terengganu",23,0,23,12,38,0,0,16,0,0,23
"1410","2020-06-25","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,1
"1415","2020-06-26","Negeri Sembilan",18,0,18,10,45,0,0,7,0,0,23
"1418","2020-06-26","Perlis",13,0,13,4,17,0,0,7,0,0,13
"1423","2020-06-26","Terengganu",23,0,23,12,38,0,0,18,0,0,23
"1425","2020-06-26","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1430","2020-06-27","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,21
"1433","2020-06-27","Perlis",13,0,13,4,17,0,0,7,0,0,9
"1438","2020-06-27","Terengganu",23,0,23,12,38,0,0,18,0,0,20
"1440","2020-06-27","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,3
"1445","2020-06-28","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,23
"1448","2020-06-28","Perlis",13,0,13,4,17,0,0,7,0,0,10
"1453","2020-06-28","Terengganu",23,0,23,12,38,0,0,18,0,0,21
"1455","2020-06-28","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1460","2020-06-29","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,22
"1463","2020-06-29","Perlis",13,0,13,4,17,0,0,7,0,0,9
"1470","2020-06-29","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,3
"1475","2020-06-30","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,24
"1478","2020-06-30","Perlis",13,0,13,4,17,0,0,9,0,0,9
"1483","2020-06-30","Terengganu",23,0,23,12,38,0,0,19,0,0,25
"1485","2020-06-30","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1490","2020-07-01","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,28
"1493","2020-07-01","Perlis",13,0,13,4,17,0,0,9,0,0,11
"1500","2020-07-01","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1505","2020-07-02","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,25
"1508","2020-07-02","Perlis",13,0,13,4,17,0,0,10,0,0,12
"1513","2020-07-02","Terengganu",23,0,23,12,38,0,0,18,0,0,24
"1515","2020-07-02","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1520","2020-07-03","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,22
"1523","2020-07-03","Perlis",13,0,13,4,17,0,0,9,0,0,11
"1528","2020-07-03","Terengganu",23,0,23,12,38,0,0,18,0,0,21
"1530","2020-07-03","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,2
"1535","2020-07-04","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,20
"1538","2020-07-04","Perlis",13,0,13,4,17,0,0,8,0,0,11
"1543","2020-07-04","Terengganu",23,0,23,12,38,0,0,19,0,0,22
"1545","2020-07-04","W.P. Labuan",5,2,7,2,5,0,0,0,0,0,0
"1550","2020-07-05","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,25
"1553","2020-07-05","Perlis",13,0,13,4,17,0,0,7,0,0,10
"1558","2020-07-05","Terengganu",23,0,23,12,38,0,0,16,0,0,26
"1560","2020-07-05","W.P. Labuan",5,2,7,2,5,0,0,0,0,0,0
"1565","2020-07-06","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,24
"1568","2020-07-06","Perlis",13,0,13,4,17,0,0,9,0,0,13
"1573","2020-07-06","Terengganu",23,0,23,12,38,0,0,12,0,0,17
"1575","2020-07-06","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,4
"1580","2020-07-07","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,22
"1583","2020-07-07","Perlis",13,0,13,4,17,0,0,9,0,0,13
"1588","2020-07-07","Terengganu",23,0,23,12,38,0,0,10,0,0,16
"1590","2020-07-07","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,4
"1595","2020-07-08","Negeri Sembilan",18,0,18,10,45,0,0,6,0,0,15
"1598","2020-07-08","Perlis",13,0,13,4,17,0,0,6,0,0,10
"1603","2020-07-08","Terengganu",23,0,23,12,38,0,0,12,0,0,19
"1605","2020-07-08","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1610","2020-07-09","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,17
"1613","2020-07-09","Perlis",13,0,13,4,17,0,0,7,0,0,10
"1618","2020-07-09","Terengganu",23,0,23,12,38,0,0,16,0,0,17
"1620","2020-07-09","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,4
"1625","2020-07-10","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,19
"1628","2020-07-10","Perlis",13,0,13,4,17,0,0,7,0,0,10
"1633","2020-07-10","Terengganu",23,0,23,12,38,0,0,16,0,0,16
"1635","2020-07-10","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,3
"1640","2020-07-11","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,23
"1643","2020-07-11","Perlis",13,0,13,4,17,0,0,8,0,0,10
"1648","2020-07-11","Terengganu",23,0,23,12,38,0,0,16,0,0,17
"1650","2020-07-11","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,3
"1655","2020-07-12","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,24
"1658","2020-07-12","Perlis",13,0,13,4,17,0,0,6,0,0,10
"1663","2020-07-12","Terengganu",23,0,23,12,38,0,0,15,0,0,16
"1665","2020-07-12","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1670","2020-07-13","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,26
"1673","2020-07-13","Perlis",13,0,13,4,17,0,0,7,0,0,12
"1678","2020-07-13","Terengganu",23,0,23,12,38,0,0,11,0,0,14
"1680","2020-07-13","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,1
"1685","2020-07-14","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,24
"1688","2020-07-14","Perlis",13,0,13,4,17,0,0,10,0,0,13
"1693","2020-07-14","Terengganu",23,0,23,12,38,0,0,8,0,0,9
"1695","2020-07-14","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,1
"1700","2020-07-15","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,22
"1703","2020-07-15","Perlis",13,0,13,4,17,0,0,11,0,0,17
"1708","2020-07-15","Terengganu",23,0,23,12,38,0,0,15,0,0,19
"1710","2020-07-15","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,3
"1715","2020-07-16","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,20
"1718","2020-07-16","Perlis",13,0,13,4,17,0,0,9,0,0,10
"1723","2020-07-16","Terengganu",23,0,23,12,38,0,0,14,0,0,18
"1725","2020-07-16","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,3
"1730","2020-07-17","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,18
"1733","2020-07-17","Perlis",13,0,13,4,17,0,0,9,0,0,13
"1738","2020-07-17","Terengganu",23,0,23,12,38,0,0,13,0,0,19
"1740","2020-07-17","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1745","2020-07-18","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,18
"1748","2020-07-18","Perlis",13,0,13,4,17,0,0,8,0,0,11
"1753","2020-07-18","Terengganu",23,0,23,12,38,0,0,15,0,0,19
"1755","2020-07-18","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1760","2020-07-19","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,21
"1763","2020-07-19","Perlis",13,0,13,4,17,0,0,11,0,0,13
"1768","2020-07-19","Terengganu",23,0,23,12,38,0,0,10,0,0,15
"1770","2020-07-19","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,5
"1775","2020-07-20","Negeri Sembilan",18,0,18,10,45,0,0,7,0,0,16
"1778","2020-07-20","Perlis",13,0,13,4,17,0,0,9,0,0,10
"1783","2020-07-20","Terengganu",23,0,23,12,38,0,0,13,0,0,20
"1785","2020-07-20","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,5
"1790","2020-07-21","Negeri Sembilan",18,0,18,10,45,0,0,7,0,0,17
"1793","2020-07-21","Perlis",13,0,13,4,17,0,0,9,0,0,12
"1798","2020-07-21","Terengganu",23,0,23,12,38,0,0,11,0,0,18
"1800","2020-07-21","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,5
"1805","2020-07-22","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,17
"1808","2020-07-22","Perlis",13,0,13,4,17,0,0,8,0,0,11
"1813","2020-07-22","Terengganu",23,0,23,12,38,0,0,10,0,0,15
"1815","2020-07-22","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,4
"1820","2020-07-23","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,23
"1823","2020-07-23","Perlis",13,0,13,4,17,0,0,10,0,0,15
"1828","2020-07-23","Terengganu",23,0,23,12,38,0,0,13,0,0,18
"1830","2020-07-23","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,5
"1835","2020-07-24","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,18
"1838","2020-07-24","Perlis",13,0,13,4,17,0,0,9,0,0,13
"1843","2020-07-24","Terengganu",23,0,23,12,38,0,0,15,0,0,19
"1845","2020-07-24","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"1850","2020-07-25","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,22
"1853","2020-07-25","Perlis",13,0,13,4,17,0,0,7,0,0,13
"1858","2020-07-25","Terengganu",23,0,23,12,38,0,0,18,0,0,25
"1860","2020-07-25","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1865","2020-07-26","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,23
"1868","2020-07-26","Perlis",13,0,13,4,17,0,0,6,0,0,13
"1875","2020-07-26","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,2
"1880","2020-07-27","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,25
"1883","2020-07-27","Perlis",13,0,13,4,17,0,0,8,0,0,14
"1888","2020-07-27","Terengganu",23,0,23,12,38,0,0,17,0,0,26
"1890","2020-07-27","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"1895","2020-07-28","Negeri Sembilan",18,0,18,10,45,0,0,7,0,0,24
"1898","2020-07-28","Perlis",13,0,13,4,17,0,0,8,0,0,14
"1903","2020-07-28","Terengganu",23,0,23,12,38,0,0,15,0,0,26
"1905","2020-07-28","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"1910","2020-07-29","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,20
"1913","2020-07-29","Perlis",13,0,13,4,17,0,0,9,0,0,14
"1918","2020-07-29","Terengganu",23,0,23,12,38,0,0,18,0,0,25
"1920","2020-07-29","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"1925","2020-07-30","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,19
"1928","2020-07-30","Perlis",13,0,13,4,17,0,0,11,0,0,17
"1933","2020-07-30","Terengganu",23,0,23,12,38,0,0,18,0,0,28
"1935","2020-07-30","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1940","2020-07-31","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,22
"1943","2020-07-31","Perlis",13,0,13,4,17,0,0,9,0,0,17
"1948","2020-07-31","Terengganu",23,0,23,12,38,0,0,19,0,0,29
"1950","2020-07-31","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1955","2020-08-01","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,19
"1958","2020-08-01","Perlis",13,0,13,4,17,0,0,10,0,0,17
"1963","2020-08-01","Terengganu",23,0,23,12,38,0,0,17,0,0,29
"1965","2020-08-01","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"1970","2020-08-02","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,21
"1973","2020-08-02","Perlis",13,0,13,4,17,0,0,12,0,0,19
"1978","2020-08-02","Terengganu",23,0,23,12,38,0,0,17,0,0,29
"1980","2020-08-02","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,3
"1985","2020-08-03","Negeri Sembilan",18,0,18,10,45,0,0,7,0,0,24
"1988","2020-08-03","Perlis",13,0,13,4,17,0,0,10,0,0,18
"1993","2020-08-03","Terengganu",23,0,23,12,38,0,0,16,0,0,26
"1995","2020-08-03","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,3
"2000","2020-08-04","Negeri Sembilan",18,0,18,10,45,0,0,7,0,0,16
"2003","2020-08-04","Perlis",13,0,13,4,17,0,0,10,0,0,18
"2008","2020-08-04","Terengganu",23,0,23,12,38,0,0,17,0,0,29
"2010","2020-08-04","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"2015","2020-08-05","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,17
"2018","2020-08-05","Perlis",13,0,13,4,20,0,0,10,0,0,19
"2023","2020-08-05","Terengganu",23,0,23,12,38,0,0,19,0,0,27
"2025","2020-08-05","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"2030","2020-08-06","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,23
"2033","2020-08-06","Perlis",13,0,13,4,20,0,0,10,0,0,18
"2038","2020-08-06","Terengganu",23,0,23,12,38,0,0,17,0,0,24
"2040","2020-08-06","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,4
"2045","2020-08-07","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,25
"2048","2020-08-07","Perlis",13,0,13,4,20,0,0,10,0,0,18
"2053","2020-08-07","Terengganu",23,0,23,12,38,0,0,15,0,0,22
"2055","2020-08-07","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,5
"2060","2020-08-08","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,21
"2063","2020-08-08","Perlis",13,0,13,4,20,0,0,10,0,0,17
"2068","2020-08-08","Terengganu",23,0,23,12,38,0,0,13,0,0,23
"2070","2020-08-08","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,5
"2075","2020-08-09","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,19
"2083","2020-08-09","Terengganu",23,0,23,12,38,0,0,12,0,0,21
"2085","2020-08-09","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,3
"2090","2020-08-10","Negeri Sembilan",18,0,18,10,45,0,0,8,0,0,22
"2098","2020-08-10","Terengganu",23,0,23,12,38,0,0,17,0,0,21
"2100","2020-08-10","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"2105","2020-08-11","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,29
"2113","2020-08-11","Terengganu",23,0,23,12,38,0,0,16,0,0,27
"2115","2020-08-11","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"2120","2020-08-12","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,29
"2128","2020-08-12","Terengganu",23,0,23,12,38,0,0,16,0,0,24
"2130","2020-08-12","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"2135","2020-08-13","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,32
"2143","2020-08-13","Terengganu",23,0,23,12,38,0,0,18,0,0,29
"2145","2020-08-13","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"2150","2020-08-14","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,31
"2158","2020-08-14","Terengganu",23,0,23,12,38,0,0,18,0,0,30
"2160","2020-08-14","W.P. Labuan",5,2,7,2,5,0,0,5,0,0,3
"2165","2020-08-15","Negeri Sembilan",18,0,18,10,45,0,0,10,0,0,29
"2173","2020-08-15","Terengganu",23,0,23,12,38,0,0,15,0,0,25
"2175","2020-08-15","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"2183","2020-08-16","Perlis",13,0,13,4,20,0,0,10,0,0,16
"2188","2020-08-16","Terengganu",23,0,23,12,38,0,0,18,0,0,26
"2190","2020-08-16","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"2198","2020-08-17","Perlis",13,0,13,4,20,0,0,9,0,0,17
"2203","2020-08-17","Terengganu",23,0,23,12,38,0,0,19,0,0,28
"2205","2020-08-17","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,2
"2213","2020-08-18","Perlis",13,0,13,4,20,0,0,10,0,0,14
"2218","2020-08-18","Terengganu",23,0,23,12,38,0,0,16,0,0,27
"2220","2020-08-18","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,1
"2228","2020-08-19","Perlis",13,0,13,4,20,0,0,10,0,0,14
"2233","2020-08-19","Terengganu",23,0,23,12,38,0,0,19,0,0,33
"2235","2020-08-19","W.P. Labuan",5,2,7,2,5,0,0,2,0,0,2
"2240","2020-08-20","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,35
"2243","2020-08-20","Perlis",13,0,13,4,20,0,0,9,0,0,17
"2250","2020-08-20","W.P. Labuan",5,2,7,2,5,0,0,3,0,0,3
"2255","2020-08-21","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,32
"2258","2020-08-21","Perlis",13,0,13,4,20,0,0,9,0,0,18
"2265","2020-08-21","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,2
"2270","2020-08-22","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,30
"2273","2020-08-22","Perlis",13,0,13,4,20,0,0,8,0,0,18
"2278","2020-08-22","Terengganu",23,0,23,12,38,0,0,18,0,0,31
"2280","2020-08-22","W.P. Labuan",5,2,7,2,5,0,0,4,0,0,3
"2285","2020-08-23","Negeri Sembilan",18,0,18,10,45,0,0,9,0,0,33
